"","state.of.res","custid","sex","is.employed","income","marital.stat","health.ins","housing.type","recent.move","num.vehicles","age","is.employed.fix1","age.normalized","Median.Income","income.norm","gp","income.lt.30K","age.range","Income"
"752","Ohio",167498,"M",FALSE,45000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,1,32,"not employed",-1.04433875653293,52176,0.862465501379945,0.268322055926546,FALSE,"(25,65]",24800
"753","Ohio",1245887,"F",TRUE,615000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,3,44,"employed",-0.408187333897181,52176,11.7870285188592,0.601004804717377,FALSE,"(25,65]",2e+05
"754","Ohio",1288195,"M",TRUE,2000,"Never Married",TRUE,"Rented",FALSE,0,28,"employed",-1.25638923074485,52176,0.0383318000613309,0.926367370877415,TRUE,"(25,65]",NA
"755","Ohio",364328,"M",TRUE,67000,"Married",TRUE,"Rented",FALSE,1,30,"employed",-1.15036399363889,52176,1.28411530205458,0.225394156994298,FALSE,"(25,65]",40000
"756","Ohio",543309,"M",NA,10500,"Never Married",TRUE,"Rented",FALSE,0,44,"missing",-0.408187333897181,52176,0.201241950321987,0.303306181216612,TRUE,"(25,65]",96000
"757","Ohio",1254684,"M",NA,20800,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,1,93,"missing",2.18943097519881,52176,0.398650720637841,0.406257783295587,TRUE,"(65,Inf]",1e+05
"758","Ohio",1172770,"M",NA,74500,"Married",TRUE,"Homeowner free and clear",FALSE,2,62,"missing",0.54603980005645,52176,1.42785955228458,0.11104046087712,FALSE,"(25,65]",135070
"759","Ohio",528994,"M",NA,0,"Divorced/Separated",FALSE,NA,NA,NA,44,"missing",-0.408187333897181,52176,0,0.731773371109739,TRUE,"(25,65]",NA
"760","Ohio",756752,"M",TRUE,17300,"Never Married",FALSE,"Rented",TRUE,2,29,"employed",-1.20337661219187,52176,0.331570070530512,0.0437199166044593,TRUE,"(25,65]",NA
"761","Ohio",1238518,"M",NA,13200,"Married",TRUE,"Homeowner free and clear",FALSE,2,78,"missing",1.39424169690412,52176,0.252989880404784,0.530807802453637,TRUE,"(65,Inf]",NA
"762","Ohio",779164,"M",TRUE,45000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,3,32,"employed",-1.04433875653293,52176,0.862465501379945,0.576322550652549,FALSE,"(25,65]",37000
"763","Ohio",913398,"M",FALSE,29000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,1,51,"not employed",-0.0370990040263242,52176,0.555811100889298,0.921585188014433,TRUE,"(25,65]",82000
"764","Ohio",25863,"M",NA,41000,"Divorced/Separated",TRUE,"Homeowner with mortgage/loan",FALSE,1,70,"missing",0.970140748480286,52176,0.785801901257283,0.463810952147469,FALSE,"(65,Inf]",45000
"765","Ohio",1356541,"F",NA,0,"Never Married",TRUE,"Rented",TRUE,1,21,"missing",-1.62747756061571,52176,0,0.0788698685355484,TRUE,"[0,25]",26600
"766","Ohio",376508,"F",NA,0,"Married",FALSE,"Rented",FALSE,1,42,"missing",-0.51421257100314,52176,0,0.764585043536499,TRUE,"(25,65]",52500
"767","Ohio",1197386,"F",TRUE,25000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,55,"employed",0.174951470185594,52176,0.479147500766636,0.15827582590282,TRUE,"(25,65]",80700
"768","Ohio",1339166,"F",TRUE,40000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,3,46,"employed",-0.302162096791222,52176,0.766636001226618,0.256517327390611,FALSE,"(25,65]",171000
"769","Ohio",821682,"M",TRUE,40000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,62,"employed",0.54603980005645,52176,0.766636001226618,0.191922169411555,FALSE,"(25,65]",NA
"770","Ohio",445985,"M",TRUE,43000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,1,56,"employed",0.227964088738573,52176,0.824133701318614,0.00587039836682379,FALSE,"(25,65]",48000
"771","Ohio",1152584,"F",NA,9600,"Divorced/Separated",TRUE,"Rented",FALSE,0,73,"missing",1.12917860413922,52176,0.183992640294388,0.160713293822482,TRUE,"(65,Inf]",135000
"772","Oklahoma",502764,"F",TRUE,71000,"Never Married",TRUE,"Homeowner with mortgage/loan",FALSE,1,47,"employed",-0.249149478238242,48567,1.46189799658204,0.736829543253407,FALSE,"(25,65]",25000
"773","Oklahoma",573573,"M",TRUE,30000,"Never Married",TRUE,"Rented",TRUE,2,28,"employed",-1.25638923074485,48567,0.617703378837482,0.839339185738936,FALSE,"(25,65]",9500
"774","Oklahoma",1215332,"F",TRUE,42000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,64,"employed",0.652065037162409,48567,0.864784730372475,0.569172455463558,FALSE,"(25,65]",NA
"775","Oklahoma",560007,"F",TRUE,100030,"Divorced/Separated",TRUE,"Homeowner with mortgage/loan",FALSE,2,45,"employed",-0.355174715344201,48567,2.05962896617044,0.414717753650621,FALSE,"(25,65]",45000
"776","Oklahoma",310588,"M",TRUE,110000,"Never Married",TRUE,"Rented",FALSE,0,40,"employed",-0.620237808109099,48567,2.26491238907077,0.129137518582866,FALSE,"(25,65]",NA
"777","Oklahoma",991794,"M",NA,14600,"Married",TRUE,"Homeowner free and clear",FALSE,1,93,"missing",2.18943097519881,48567,0.300615644367575,0.382882529869676,TRUE,"(65,Inf]",12000
"778","Oklahoma",1217985,"F",NA,19000,"Widowed",TRUE,"Homeowner with mortgage/loan",FALSE,2,74,"missing",1.1821912226922,48567,0.391212139930405,0.595356462989002,TRUE,"(65,Inf]",28000
"779","Oregon",1097837,"F",FALSE,26800,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,53,"not employed",0.0689262330796348,48137,0.556744292332302,0.814727084478363,TRUE,"(25,65]",NA
"780","Oregon",913679,"M",NA,22000,"Married",TRUE,"Homeowner free and clear",FALSE,2,83,"missing",1.65930478966902,48137,0.457028896690695,0.391074880957603,TRUE,"(65,Inf]",99000
"781","Oregon",269836,"F",NA,22400,"Widowed",TRUE,"Homeowner with mortgage/loan",FALSE,1,77,"missing",1.34122907835114,48137,0.465338512994163,0.528189464239404,TRUE,"(65,Inf]",180000
"782","Oregon",46099,"M",TRUE,36880,"Never Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,65,"employed",0.705077655715389,48137,0.766146623179675,0.398223424796015,FALSE,"(25,65]",48000
"783","Oregon",1006488,"F",TRUE,38000,"Divorced/Separated",TRUE,"Rented",FALSE,0,59,"employed",0.387001944397512,48137,0.789413548829383,0.620748438872397,FALSE,"(25,65]",34000
"784","Oregon",588711,"F",FALSE,58000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,57,"not employed",0.280976707291553,48137,1.20489436400274,0.990987890865654,FALSE,"(25,65]",69500
"785","Oregon",1048836,"M",TRUE,40000,"Married",TRUE,"Rented",FALSE,3,55,"employed",0.174951470185594,48137,0.830961630346719,0.262207013787702,FALSE,"(25,65]",52500
"786","Oregon",914187,"F",TRUE,83000,"Married",TRUE,"Homeowner with mortgage/loan",TRUE,3,25,"employed",-1.41542708640379,48137,1.72424538296944,0.484575773356482,FALSE,"[0,25]",44000
"787","Pennsylvania",281529,"F",NA,0,"Divorced/Separated",FALSE,"Homeowner free and clear",FALSE,3,41,"missing",-0.567225189556119,52758,0,0.798608530545607,TRUE,"(25,65]",26800
"788","Pennsylvania",1121202,"F",TRUE,116000,"Married",TRUE,"Rented",FALSE,2,37,"employed",-0.779275663768037,52758,2.19871867773608,0.628490932518616,FALSE,"(25,65]",11400
"789","Pennsylvania",520390,"F",TRUE,180000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,51,"employed",-0.0370990040263242,52758,3.41180484476288,0.306721609318629,FALSE,"(25,65]",52200
"790","Pennsylvania",1227678,"M",TRUE,150000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,52,"employed",0.0159136145266553,52758,2.84317070396907,0.125010177027434,FALSE,"(25,65]",45500
"791","Pennsylvania",421666,"M",FALSE,24700,"Married",TRUE,"Rented",FALSE,3,54,"not employed",0.121938851632614,52758,0.468175442586906,0.555816817563027,TRUE,"(25,65]",30400
"792","Pennsylvania",351129,"F",NA,0,"Never Married",TRUE,"Rented",FALSE,2,51,"missing",-0.0370990040263242,52758,0,0.104723465861753,TRUE,"(25,65]",12000
"793","Pennsylvania",14989,"M",NA,9400,"Married",TRUE,"Rented",FALSE,2,44,"missing",-0.408187333897181,52758,0.178172030782061,0.123055104864761,TRUE,"(25,65]",3400
"794","Pennsylvania",319774,"M",TRUE,38000,"Married",TRUE,"Homeowner free and clear",FALSE,3,49,"employed",-0.143124241132283,52758,0.720269911672163,0.64590704953298,FALSE,"(25,65]",117200
"795","Pennsylvania",1342272,"F",FALSE,1200,"Married",FALSE,"Rented",FALSE,2,27,"not employed",-1.30940184929783,52758,0.0227453656317525,0.0328308769967407,TRUE,"(25,65]",33500
"796","Pennsylvania",1223510,"F",NA,19600,"Widowed",TRUE,"Homeowner free and clear",FALSE,2,76,"missing",1.28821645979816,52758,0.371507638651958,0.809486339334399,TRUE,"(65,Inf]",NA
"797","Pennsylvania",638458,"F",NA,8000,"Never Married",FALSE,"Rented",FALSE,0,43,"missing",-0.46119995245016,52758,0.15163577087835,0.190139062236995,TRUE,"(25,65]",21600
"798","Pennsylvania",645268,"M",TRUE,29000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,3,88,"employed",1.92436788243392,52758,0.549679669434019,0.311374041717499,TRUE,"(65,Inf]",33700
"799","Pennsylvania",96964,"M",TRUE,266200,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,69,"employed",0.917128129927307,52758,5.0456802759771,0.480390631826594,FALSE,"(65,Inf]",66000
"800","Pennsylvania",1322627,"M",NA,20600,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,54,"missing",0.121938851632614,52758,0.390462110011752,0.470979617210105,TRUE,"(25,65]",NA
"801","Pennsylvania",1241975,"M",TRUE,35400,"Married",FALSE,"Homeowner with mortgage/loan",FALSE,2,51,"employed",-0.0370990040263242,52758,0.6709882861367,0.0725317536853254,FALSE,"(25,65]",116000
"802","Pennsylvania",438304,"M",FALSE,9700,"Married",TRUE,"Rented",FALSE,1,77,"not employed",1.34122907835114,52758,0.18385837219,0.333801565226167,TRUE,"(65,Inf]",NA
"803","Pennsylvania",1108230,"F",TRUE,30400,"Widowed",TRUE,"Rented",FALSE,1,64,"employed",0.652065037162409,52758,0.576215929337731,0.815306109841913,FALSE,"(25,65]",64270
"804","Pennsylvania",107458,"M",TRUE,182500,"Married",TRUE,"Homeowner with mortgage/loan",TRUE,2,66,"employed",0.758090274268368,52758,3.45919102316236,0.353707583621144,FALSE,"(65,Inf]",80000
"805","Pennsylvania",991697,"F",NA,11000,"Never Married",FALSE,"Rented",FALSE,2,40,"missing",-0.620237808109099,52758,0.208499184957732,0.831394226057455,TRUE,"(25,65]",80000
"806","Pennsylvania",368645,"M",TRUE,83000,"Married",TRUE,"Homeowner free and clear",FALSE,2,52,"employed",0.0159136145266553,52758,1.57322112286288,0.064607584150508,FALSE,"(25,65]",40000
"807","Pennsylvania",361946,"M",TRUE,90600,"Married",TRUE,"Homeowner free and clear",FALSE,2,68,"employed",0.864115511374327,52758,1.71727510519732,0.377951999893412,FALSE,"(65,Inf]",NA
"808","Pennsylvania",1219346,"M",NA,0,"Never Married",FALSE,NA,NA,NA,23,"missing",-1.52145232350975,52758,0,0.715064522344619,TRUE,"[0,25]",75000
"809","Pennsylvania",416624,"F",TRUE,30000,"Married",TRUE,"Rented",FALSE,1,43,"employed",-0.46119995245016,52758,0.568634140793813,0.730585323879495,FALSE,"(25,65]",NA
"810","Pennsylvania",1401938,"F",TRUE,32000,"Divorced/Separated",TRUE,"Rented",FALSE,2,24,"employed",-1.46843970495677,52758,0.606543083513401,0.373947369400412,FALSE,"[0,25]",NA
"811","Pennsylvania",106395,"M",TRUE,25700,"Married",TRUE,"Rented",TRUE,1,32,"employed",-1.04433875653293,52758,0.4871299139467,0.714296612888575,TRUE,"(25,65]",39000
"812","Pennsylvania",635515,"F",TRUE,120000,"Divorced/Separated",TRUE,"Rented",FALSE,1,51,"employed",-0.0370990040263242,52758,2.27453656317525,0.698226979468018,FALSE,"(25,65]",NA
"813","Pennsylvania",252100,"M",TRUE,273000,"Never Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,52,"employed",0.0159136145266553,52758,5.1745706812237,0.974701031809673,FALSE,"(25,65]",145000
"814","Pennsylvania",844007,"M",NA,0,"Married",FALSE,NA,NA,NA,46,"missing",-0.302162096791222,52758,0,0.601808254607022,TRUE,"(25,65]",28000
"815","Pennsylvania",1264848,"M",TRUE,36000,"Never Married",TRUE,"Rented",FALSE,0,40,"employed",-0.620237808109099,52758,0.682360968952576,0.826204726705328,FALSE,"(25,65]",450
"816","Pennsylvania",900986,"F",TRUE,95050,"Married",TRUE,"Rented",FALSE,1,33,"employed",-0.991326137979955,52758,1.8016225027484,0.609770470065996,FALSE,"(25,65]",28800
"817","Pennsylvania",831497,"M",TRUE,95000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,3,47,"employed",-0.249149478238242,52758,1.80067477918041,0.601954541169107,FALSE,"(25,65]",36000
"818","Pennsylvania",30768,"M",TRUE,80000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,50,"employed",-0.0901116225793037,52758,1.5163577087835,0.58689493034035,FALSE,"(25,65]",NA
"819","Pennsylvania",925421,"M",TRUE,35600,"Married",FALSE,"Homeowner with mortgage/loan",FALSE,2,49,"employed",-0.143124241132283,52758,0.674779180408658,0.573639776557684,FALSE,"(25,65]",NA
"820","Pennsylvania",980947,"F",NA,2400,"Never Married",TRUE,"Rented",TRUE,2,20,"missing",-1.68049017916869,52758,0.0454907312635051,0.00618418073281646,TRUE,"[0,25]",37000
"821","Pennsylvania",180009,"M",FALSE,35000,"Divorced/Separated",TRUE,"Rented",TRUE,1,31,"not employed",-1.09735137508591,52758,0.663406497592782,0.788454271387309,FALSE,"(25,65]",50000
"822","Pennsylvania",761380,"M",TRUE,71800,"Married",TRUE,"Rented",TRUE,2,34,"employed",-0.938313519426975,52758,1.36093104363319,0.345844328403473,FALSE,"(25,65]",1e+05
"823","Pennsylvania",1386080,"F",NA,27000,"Divorced/Separated",TRUE,"Homeowner free and clear",FALSE,1,65,"missing",0.705077655715389,52758,0.511770726714432,0.616721576312557,TRUE,"(25,65]",NA
"824","Pennsylvania",1237055,"M",TRUE,95000,"Married",TRUE,"Rented",FALSE,1,39,"employed",-0.673250426662078,52758,1.80067477918041,0.738567255670205,FALSE,"(25,65]",40000
"825","Pennsylvania",792130,"F",NA,30000,"Never Married",TRUE,"Homeowner free and clear",FALSE,1,72,"missing",1.07616598558625,52758,0.568634140793813,0.797392436070368,FALSE,"(65,Inf]",41000
"826","Pennsylvania",721921,"M",TRUE,32000,"Married",TRUE,"Rented",FALSE,3,39,"employed",-0.673250426662078,52758,0.606543083513401,0.719175880309194,FALSE,"(25,65]",153000
"827","Pennsylvania",127965,"M",TRUE,90000,"Divorced/Separated",TRUE,"Homeowner free and clear",FALSE,1,50,"employed",-0.0901116225793037,52758,1.70590242238144,0.0619875402189791,FALSE,"(25,65]",165100
"828","Pennsylvania",1234349,"F",TRUE,68400,"Married",TRUE,"Homeowner with mortgage/loan",TRUE,1,29,"employed",-1.20337661219187,52758,1.29648584100989,0.527963585918769,FALSE,"(25,65]",NA
"829","Pennsylvania",311095,"F",TRUE,42000,"Divorced/Separated",TRUE,"Homeowner with mortgage/loan",FALSE,2,51,"employed",-0.0370990040263242,52758,0.796087797111339,0.494857076788321,FALSE,"(25,65]",75000
"830","Pennsylvania",49496,"M",NA,94400,"Widowed",TRUE,"Homeowner free and clear",FALSE,2,88,"missing",1.92436788243392,52758,1.78930209636453,0.969727835385129,FALSE,"(65,Inf]",9000
"831","Pennsylvania",646808,"M",TRUE,36000,"Married",TRUE,"Rented",FALSE,0,40,"employed",-0.620237808109099,52758,0.682360968952576,0.0287545416504145,FALSE,"(25,65]",NA
"832","Pennsylvania",518899,"M",TRUE,148000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,3,49,"employed",-0.143124241132283,52758,2.80526176124948,0.332072179066017,FALSE,"(25,65]",NA
"833","Pennsylvania",1159694,"M",TRUE,50000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,4,41,"employed",-0.567225189556119,52758,0.947723567989689,0.424067370826378,FALSE,"(25,65]",60000
"834","Pennsylvania",870169,"M",TRUE,30000,"Divorced/Separated",TRUE,"Homeowner with mortgage/loan",FALSE,1,36,"employed",-0.832288282321016,52758,0.568634140793813,0.868112850002944,FALSE,"(25,65]",44000
"835","Pennsylvania",525942,"F",NA,10400,"Divorced/Separated",TRUE,"Rented",FALSE,0,78,"missing",1.39424169690412,52758,0.197126502141855,0.254741317592561,TRUE,"(65,Inf]",115800
"836","Pennsylvania",595225,"M",TRUE,39200,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,4,51,"employed",-0.0370990040263242,52758,0.743015277303916,0.60063683707267,FALSE,"(25,65]",57000
"837","Pennsylvania",805224,"F",TRUE,56000,"Never Married",TRUE,"Rented",TRUE,1,33,"employed",-0.991326137979955,52758,1.06145039614845,0.090894459746778,FALSE,"(25,65]",42000
"838","Pennsylvania",117900,"M",TRUE,60000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,40,"employed",-0.620237808109099,52758,1.13726828158763,0.702343994984403,FALSE,"(25,65]",NA
"839","Pennsylvania",680475,"M",TRUE,2000,"Never Married",TRUE,NA,NA,NA,21,"employed",-1.62747756061571,52758,0.0379089427195876,0.139299880480394,TRUE,"[0,25]",NA
"840","Pennsylvania",1194722,"F",FALSE,3160,"Never Married",FALSE,"Rented",FALSE,0,40,"not employed",-0.620237808109099,52758,0.0598961294969483,0.779192558256909,TRUE,"(25,65]",NA
"841","Pennsylvania",604839,"M",TRUE,150000,"Never Married",TRUE,"Rented",FALSE,2,25,"employed",-1.41542708640379,52758,2.84317070396907,0.278984291478992,FALSE,"[0,25]",3160
"842","Pennsylvania",84879,"F",TRUE,29800,"Married",TRUE,"Homeowner free and clear",FALSE,2,42,"employed",-0.51421257100314,52758,0.564843246521854,0.618655497441068,TRUE,"(25,65]",25000
"843","Pennsylvania",291599,"M",TRUE,45000,"Married",TRUE,"Rented",FALSE,2,27,"employed",-1.30940184929783,52758,0.85295121119072,0.860225887736306,FALSE,"(25,65]",NA
"844","Pennsylvania",737283,"M",NA,0,"Married",FALSE,"Homeowner with mortgage/loan",FALSE,2,61,"missing",0.493027181503471,52758,0,0.473542851861566,TRUE,"(25,65]",18000
"845","Pennsylvania",991888,"M",NA,67000,"Married",TRUE,"Homeowner free and clear",FALSE,1,93,"missing",2.18943097519881,52758,1.26994958110618,0.121104223420843,FALSE,"(65,Inf]",NA
"846","Pennsylvania",1229417,"F",TRUE,48000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,3,0,"employed",-2.74074255022828,52758,0.909814625270101,0.197063164552674,FALSE,"[0,25]",NA
"847","Pennsylvania",374461,"M",NA,58600,"Divorced/Separated",TRUE,"Rented",FALSE,1,80,"missing",1.50026693401008,52758,1.11073202168392,0.648733065929264,FALSE,"(65,Inf]",48000
"848","Pennsylvania",1354211,"M",TRUE,136800,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,3,60,"employed",0.440014562950491,52758,2.59297168201979,0.375389898894355,FALSE,"(25,65]",NA
"849","Pennsylvania",272748,"M",TRUE,60000,"Never Married",TRUE,"Rented",FALSE,3,44,"employed",-0.408187333897181,52758,1.13726828158763,0.663729418534786,FALSE,"(25,65]",NA
"850","Rhode Island",684701,"M",NA,12600,"Widowed",FALSE,"Homeowner with mortgage/loan",FALSE,3,63,"missing",0.59905241860943,52103,0.24182868548836,0.749028421705589,TRUE,"(25,65]",328000
"851","Rhode Island",1218268,"F",NA,0,"Divorced/Separated",TRUE,"Rented",FALSE,1,57,"missing",0.280976707291553,52103,0,0.146696971263736,TRUE,"(25,65]",60000
"852","South Carolina",206122,"M",TRUE,127000,"Married",TRUE,"Rented",FALSE,2,47,"employed",-0.249149478238242,54879,2.31418210973232,0.154693559743464,FALSE,"(25,65]",137000
"853","South Carolina",1026982,"M",TRUE,31200,"Never Married",FALSE,"Rented",TRUE,2,26,"employed",-1.36241446785081,54879,0.568523478926365,0.0598148880526423,FALSE,"(25,65]",15400
"854","South Carolina",423279,"M",TRUE,24000,"Never Married",TRUE,"Rented",TRUE,3,42,"employed",-0.51421257100314,54879,0.437325753020281,0.904111584881321,TRUE,"(25,65]",42000
"855","South Carolina",441221,"M",TRUE,93500,"Never Married",TRUE,"Rented",TRUE,0,25,"employed",-1.41542708640379,54879,1.70374824614151,0.992223818553612,FALSE,"[0,25]",NA
"856","South Carolina",1068855,"M",TRUE,171000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,6,59,"employed",0.387001944397512,54879,3.1159459902695,0.162125353701413,FALSE,"(25,65]",NA
"857","South Carolina",647206,"M",TRUE,65000,"Married",FALSE,"Homeowner with mortgage/loan",FALSE,4,47,"employed",-0.249149478238242,54879,1.18442391442993,0.490359022747725,FALSE,"(25,65]",46000
"858","South Carolina",1171358,"F",TRUE,75000,"Never Married",TRUE,"Rented",TRUE,1,40,"employed",-0.620237808109099,54879,1.36664297818838,0.242826770059764,FALSE,"(25,65]",NA
"859","South Carolina",901246,"F",TRUE,65000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,3,39,"employed",-0.673250426662078,54879,1.18442391442993,0.440039976965636,FALSE,"(25,65]",NA
"860","South Carolina",683320,"F",TRUE,70200,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,3,32,"employed",-1.04433875653293,54879,1.27917782758432,0.277102272957563,FALSE,"(25,65]",NA
"861","South Carolina",342460,"M",TRUE,45000,"Married",TRUE,"Rented",FALSE,1,32,"employed",-1.04433875653293,54879,0.819985786913027,0.652018817840144,FALSE,"(25,65]",NA
"862","South Carolina",635574,"M",TRUE,70000,"Never Married",TRUE,"Rented",FALSE,2,32,"employed",-1.04433875653293,54879,1.27553344630915,0.843989668879658,FALSE,"(25,65]",85000
"863","South Carolina",103389,"F",TRUE,130000,"Never Married",TRUE,"Rented",TRUE,1,41,"employed",-0.567225189556119,54879,2.36884782885986,0.555946600856259,FALSE,"(25,65]",78000
"864","South Carolina",1307013,"F",NA,0,"Widowed",FALSE,"Rented",FALSE,5,55,"missing",0.174951470185594,54879,0,0.982177724596113,TRUE,"(25,65]",NA
"865","South Carolina",334135,"F",TRUE,200000,"Never Married",TRUE,"Rented",TRUE,1,32,"employed",-1.04433875653293,54879,3.64438127516901,0.217473747441545,FALSE,"(25,65]",65000
"866","South Carolina",818228,"M",NA,25750,"Widowed",TRUE,"Homeowner with mortgage/loan",FALSE,2,73,"missing",1.12917860413922,54879,0.46921408917801,0.219855210743845,TRUE,"(65,Inf]",104000
"867","South Carolina",341507,"M",FALSE,25000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,61,"not employed",0.493027181503471,54879,0.455547659396126,0.729254839243367,TRUE,"(25,65]",75000
"868","South Dakota",52436,"F",TRUE,139000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,46,"employed",-0.302162096791222,43566,3.19056144699995,0.0620477248448879,FALSE,"(25,65]",150000
"869","Tennessee",1072259,"M",NA,10500,"Divorced/Separated",TRUE,"Homeowner with mortgage/loan",FALSE,1,60,"missing",0.440014562950491,50977,0.205975243737372,0.845180949661881,TRUE,"(25,65]",48000
"870","Tennessee",828208,"M",TRUE,439400,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,69,"employed",0.917128129927307,50977,8.61957353316201,0.555361157050356,FALSE,"(65,Inf]",91010
"871","Tennessee",606108,"F",TRUE,66000,"Never Married",TRUE,"Rented",TRUE,1,45,"employed",-0.355174715344201,50977,1.29470153206348,0.472369265276939,FALSE,"(25,65]",68400
"872","Tennessee",459959,"F",NA,13300,"Widowed",TRUE,NA,NA,NA,68,"missing",0.864115511374327,50977,0.260901975400671,0.639404693851247,TRUE,"(65,Inf]",NA
"873","Tennessee",1407895,"M",TRUE,35000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,55,"employed",0.174951470185594,50977,0.686584145791239,0.178449204657227,FALSE,"(25,65]",80000
"874","Tennessee",1032120,"F",TRUE,184000,"Married",FALSE,"Homeowner with mortgage/loan",FALSE,2,41,"employed",-0.567225189556119,50977,3.60947093787394,0.682316863676533,FALSE,"(25,65]",40200
"875","Tennessee",883639,"M",TRUE,55000,"Married",TRUE,"Rented",FALSE,2,38,"employed",-0.726263045215058,50977,1.07891794338623,0.113132861210033,FALSE,"(25,65]",95000
"876","Tennessee",1398054,"M",TRUE,125000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,3,34,"employed",-0.938313519426975,50977,2.45208623496871,0.796334699261934,FALSE,"(25,65]",NA
"877","Tennessee",716518,"M",TRUE,35050,"Married",FALSE,"Homeowner with mortgage/loan",FALSE,3,44,"employed",-0.408187333897181,50977,0.687564980285227,0.842456110753119,FALSE,"(25,65]",NA
"878","Tennessee",383409,"M",TRUE,15000,"Never Married",FALSE,"Rented",FALSE,2,24,"employed",-1.46843970495677,50977,0.294250348196245,0.415854987921193,TRUE,"[0,25]",65000
"879","Tennessee",363008,"F",NA,5400,"Married",TRUE,"Rented",FALSE,1,84,"missing",1.712317408222,50977,0.105930125350648,0.817505396669731,TRUE,"(65,Inf]",45000
"880","Tennessee",1370515,"F",NA,15300,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,62,"missing",0.54603980005645,50977,0.30013535516017,0.721466649556533,TRUE,"(25,65]",104000
"881","Tennessee",1407195,"M",TRUE,33000,"Never Married",FALSE,"Homeowner with mortgage/loan",TRUE,1,30,"employed",-1.15036399363889,50977,0.64735076603174,0.0393339265137911,FALSE,"(25,65]",50000
"882","Tennessee",1407867,"M",TRUE,100300,"Divorced/Separated",TRUE,"Homeowner with mortgage/loan",FALSE,3,53,"employed",0.0689262330796348,50977,1.96755399493889,0.161015915218741,FALSE,"(25,65]",35400
"883","Tennessee",1143785,"F",TRUE,145000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,50,"employed",-0.0901116225793037,50977,2.84442003256371,0.500998986884952,FALSE,"(25,65]",615000
"884","Tennessee",800960,"M",NA,258000,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,2,68,"missing",0.864115511374327,50977,5.06110598897542,0.9873482293915,FALSE,"(65,Inf]",14000
"885","Texas",819585,"M",TRUE,36000,"Never Married",FALSE,"Rented",FALSE,3,38,"employed",-0.726263045215058,41979,0.857571642964339,0.144859296269715,FALSE,"(25,65]",60000
"886","Texas",382908,"F",NA,30200,"Widowed",TRUE,"Homeowner with mortgage/loan",FALSE,2,74,"missing",1.1821912226922,41979,0.719407322708974,0.463014821289107,FALSE,"(65,Inf]",63000
"887","Texas",408221,"M",TRUE,134800,"Married",TRUE,"Homeowner with mortgage/loan",FALSE,3,60,"employed",0.440014562950491,41979,3.21112937421091,0.158725960878655,FALSE,"(25,65]",50000
"888","Texas",279538,"F",TRUE,62400,"Never Married",TRUE,"Rented",TRUE,1,42,"employed",-0.51421257100314,41979,1.48645751447152,0.667357440805063,FALSE,"(25,65]",1e+05
"889","Texas",1278230,"F",TRUE,110000,"Married",TRUE,"Homeowner with mortgage/loan",TRUE,2,33,"employed",-0.991326137979955,41979,2.62035779794659,0.58747756620869,FALSE,"(25,65]",NA
"890","Texas",1003135,"M",NA,15400,"Married",TRUE,NA,NA,NA,88,"missing",1.92436788243392,41979,0.366850091712523,0.929422443266958,TRUE,"(65,Inf]",2400
